,year,team,final_w,final_l,final_t,playoffs
821,2010,NYG,10,6,0,n
822,2010,NYJ,13,6,0,y
823,2010,NEP,13,4,0,y
824,2010,NOS,11,6,0,y
825,2010,PHL,10,7,0,y
826,2010,PIT,15,4,0,y
827,2010,SFF,6,10,0,n
828,2010,SEA,8,10,0,y
829,2010,TBB,10,6,0,n
830,2010,TEN,6,10,0,n
831,2010,WSH,6,10,0,n
832,2011,ARZ,8,8,0,n
833,2011,ATL,10,7,0,y
834,2011,BAL,13,5,0,y
835,2011,BUF,6,10,0,n
836,2011,CAR,6,10,0,n
837,2011,CHI,8,8,0,n
838,2011,CIN,10,7,0,y
839,2011,CLE,4,12,0,n
840,2011,DAL,8,8,0,n
841,2011,DEN,9,9,0,y
842,2011,DET,10,7,0,y
843,2011,GBP,15,2,0,y
844,2011,HOU,11,7,0,y
845,2011,IND,2,14,0,n
846,2011,JAX,5,11,0,n
847,2011,KCC,7,9,0,n
848,2011,LAC,8,8,0,n
849,2011,LAR,2,14,0,n
850,2011,LVR,8,8,0,n
851,2011,MIA,6,10,0,n
852,2011,MIN,3,13,0,n
853,2011,NYG,13,7,0,y
854,2011,NYJ,8,8,0,n
855,2011,NEP,15,4,0,y
856,2011,NOS,14,4,0,y
857,2011,PHL,8,8,0,n
858,2011,PIT,11,6,0,y
859,2011,SFF,14,4,0,y
860,2011,SEA,7,9,0,n
861,2011,TBB,4,12,0,n
862,2011,TEN,9,7,0,n
863,2011,WSH,5,11,0,n
864,2012,ARZ,5,11,0,n
865,2012,ATL,14,4,0,y
866,2012,BAL,14,6,0,y
867,2012,BUF,6,10,0,n
868,2012,CAR,7,9,0,n
869,2012,CHI,10,6,0,n
870,2012,CIN,10,7,0,y
871,2012,CLE,5,11,0,n
872,2012,DAL,8,8,0,n
873,2012,DEN,13,4,0,y
874,2012,DET,4,12,0,n
875,2012,GBP,12,6,0,y
876,2012,HOU,13,5,0,y
877,2012,IND,11,6,0,y
878,2012,JAX,2,14,0,n
879,2012,KCC,2,14,0,n
880,2012,LAC,7,9,0,n
881,2012,LAR,7,9,0,n
882,2012,LVR,4,12,0,n
883,2012,MIA,7,9,0,n
884,2012,MIN,10,7,0,y
885,2012,NYG,9,7,0,n
886,2012,NYJ,6,10,0,n
887,2012,NEP,13,5,0,y
888,2012,NOS,7,9,0,n
889,2012,PHL,4,12,0,n
890,2012,PIT,8,8,0,n
891,2012,SFF,14,5,0,y
892,2012,SEA,12,6,0,y
893,2012,TBB,7,9,0,n
894,2012,TEN,6,10,0,n
895,2012,WSH,10,7,0,y
896,2013,ARZ,10,6,0,n
897,2013,ATL,4,12,0,n
898,2013,BAL,8,8,0,n
899,2013,BUF,6,10,0,n
900,2013,CAR,12,5,0,y
901,2013,CHI,8,8,0,n
902,2013,CIN,12,5,0,y
903,2013,CLE,4,12,0,n
904,2013,DAL,8,8,0,n
905,2013,DEN,15,4,0,y
906,2013,DET,7,9,0,n
907,2013,GBP,8,9,0,y
908,2013,HOU,2,14,0,n
909,2013,IND,12,6,0,y
910,2013,JAX,4,12,0,n
911,2013,KCC,11,6,0,y
912,2013,LAC,10,8,0,y
913,2013,LAR,7,9,0,n
914,2013,LVR,4,12,0,n
915,2013,MIA,7,9,0,n
916,2013,MIN,6,10,0,n
917,2013,NYG,7,9,0,n
918,2013,NYJ,8,8,0,n
919,2013,NEP,13,5,0,y
920,2013,NOS,12,6,0,y
921,2013,PHL,10,7,0,y
922,2013,PIT,8,8,0,n
923,2013,SFF,14,5,0,y
924,2013,SEA,16,3,0,y
925,2013,TBB,4,12,0,n
926,2013,TEN,7,9,0,n
927,2013,WSH,3,13,0,n
928,2014,ARZ,11,6,0,y
929,2014,ATL,6,10,0,n
930,2014,BAL,11,7,0,y
931,2014,BUF,9,7,0,n
932,2014,CAR,8,10,0,y
933,2014,CHI,5,11,0,n
934,2014,CIN,12,5,0,y
935,2014,CLE,8,8,0,n
936,2014,DAL,13,5,0,y
937,2014,DEN,12,5,0,y
938,2014,DET,11,6,0,y
939,2014,GBP,13,5,0,y
940,2014,HOU,9,7,0,n
941,2014,IND,14,5,0,y
942,2014,JAX,3,13,0,n
943,2014,KCC,10,6,0,n
944,2014,LAC,9,7,0,n
945,2014,LAR,6,10,0,n
946,2014,LVR,3,13,0,n
947,2014,MIA,8,8,0,n
948,2014,MIN,7,9,0,n
949,2014,NYG,6,10,0,n
950,2014,NYJ,4,12,0,n
951,2014,NEP,15,4,0,y
952,2014,NOS,7,9,0,n
953,2014,PHL,10,6,0,n
954,2014,PIT,7,10,0,y
955,2014,SFF,8,8,0,n
956,2014,SEA,14,5,0,y
957,2014,TBB,2,14,0,n
958,2014,TEN,2,14,0,n
959,2014,WSH,4,12,0,n
960,2015,ARZ,14,4,0,y
961,2015,ATL,8,8,0,n
962,2015,BAL,5,11,0,n
963,2015,BUF,8,8,0,n
964,2015,CAR,17,2,0,y
965,2015,CHI,6,10,0,n
966,2015,CIN,12,5,0,y
967,2015,CLE,3,13,0,n
968,2015,DAL,4,12,0,n
969,2015,DEN,15,4,0,y
970,2015,DET,7,9,0,n
971,2015,GBP,11,7,0,y
972,2015,HOU,9,8,0,y
973,2015,IND,8,8,0,n
974,2015,JAX,5,11,0,n
975,2015,KCC,12,6,0,y
976,2015,LAC,4,12,0,n
977,2015,LAR,7,9,0,n
978,2015,LVR,8,8,0,n
979,2015,MIA,6,10,0,n
980,2015,MIN,11,6,0,y
981,2015,NYG,6,10,0,n
982,2015,NYJ,10,6,0,n
983,2015,NEP,13,5,0,y
984,2015,NOS,7,9,0,n
985,2015,PHL,7,9,0,n
986,2015,PIT,10,8,0,y
987,2015,SFF,5,11,0,n
988,2015,SEA,11,7,0,y
989,2015,TBB,6,10,0,n
990,2015,TEN,3,13,0,n
991,2015,WSH,9,8,0,y
992,2016,ARZ,7,9,0,n
993,2016,ATL,13,6,0,y
994,2016,BAL,8,8,0,n
995,2016,BUF,7,9,0,n
996,2016,CAR,6,10,0,n
997,2016,CHI,3,13,0,n
998,2016,CIN,6,10,0,n
999,2016,CLE,1,15,0,n
1000,2016,DAL,12,5,0,y
1001,2016,DEN,9,7,0,n
1002,2016,DET,9,8,0,y
1003,2016,GBP,12,7,0,y
1004,2016,HOU,10,8,0,y
1005,2016,IND,8,8,0,n
1006,2016,JAX,3,13,0,n
1007,2016,KCC,13,4,0,y
1008,2016,LAC,5,11,0,n
1009,2016,LAR,4,12,0,n
1010,2016,LVR,12,5,0,y
1011,2016,MIA,10,7,0,y
1012,2016,MIN,8,8,0,n
1013,2016,NYG,11,6,0,y
1014,2016,NYJ,5,11,0,n
1015,2016,NEP,17,2,0,y
1016,2016,NOS,7,9,0,n
1017,2016,PHL,7,9,0,n
1018,2016,PIT,13,6,0,y
1019,2016,SFF,2,14,0,n
1020,2016,SEA,12,6,0,y
1021,2016,TBB,9,7,0,n
1022,2016,TEN,9,7,0,n
1023,2016,WSH,9,7,0,n
1024,2017,ARZ,8,8,0,n
1025,2017,ATL,11,7,0,y
1026,2017,BAL,10,6,0,n
1027,2017,BUF,9,8,0,y
1028,2017,CAR,11,6,0,y
1029,2017,CHI,5,11,0,n
1030,2017,CIN,7,9,0,n
1031,2017,CLE,0,16,0,n
1032,2017,DAL,9,7,0,n
1033,2017,DEN,5,11,0,n
1034,2017,DET,9,7,0,n
1035,2017,GBP,7,9,0,n
1036,2017,HOU,4,12,0,n
1037,2017,IND,4,12,0,n
1038,2017,JAX,12,7,0,y
1039,2017,KCC,10,7,0,y
1040,2017,LAC,9,7,0,n
1041,2017,LAR,11,6,0,y
1042,2017,LVR,6,10,0,n
1043,2017,MIA,6,10,0,n
1044,2017,MIN,14,4,0,y
1045,2017,NYG,3,13,0,n
1046,2017,NYJ,5,11,0,n
1047,2017,NEP,15,4,0,y
1048,2017,NOS,12,6,0,y
1049,2017,PHL,16,3,0,y
1050,2017,PIT,12,5,0,y
1051,2017,SFF,6,10,0,n
1052,2017,SEA,9,7,0,n
1053,2017,TBB,5,11,0,n
1054,2017,TEN,10,8,0,y
1055,2017,WSH,7,9,0,n
1056,2018,ARZ,3,13,0,n
1057,2018,ATL,7,9,0,n
1058,2018,BAL,10,7,0,y
1059,2018,BUF,6,10,0,n
1060,2018,CAR,7,9,0,n
1061,2018,CHI,12,5,0,y
1062,2018,CIN,7,9,0,n
1063,2018,CLE,7,9,0,n
1064,2018,DAL,11,7,0,y
1065,2018,DEN,6,10,0,n
1066,2018,DET,6,10,0,n
1067,2018,GBP,6,10,0,n
1068,2018,HOU,11,6,0,y
1069,2018,IND,11,7,0,y
1070,2018,JAX,5,11,0,n
1071,2018,KCC,12,6,0,y
1072,2018,LAC,12,6,0,y
1073,2018,LAR,15,4,0,y
1074,2018,LVR,4,12,0,n
1075,2018,MIA,7,9,0,n
1076,2018,MIN,9,7,0,n
1077,2018,NYG,5,11,0,n
1078,2018,NYJ,4,12,0,n
1079,2018,NEP,14,5,0,y
1080,2018,NOS,14,4,0,y
1081,2018,PHL,10,8,0,y
1082,2018,PIT,11,5,0,n
1083,2018,SFF,4,12,0,n
1084,2018,SEA,10,7,0,y
1085,2018,TBB,5,11,0,n
1086,2018,TEN,9,7,0,n
1087,2018,WSH,7,9,0,n
1088,2019,ARZ,5,11,0,n
1089,2019,ATL,7,9,0,n
1090,2019,BAL,14,3,0,y
1091,2019,BUF,10,7,0,y
1092,2019,CAR,5,11,0,n
1093,2019,CHI,8,8,0,n
1094,2019,CIN,2,14,0,n
1095,2019,CLE,6,10,0,n
1096,2019,DAL,8,8,0,n
1097,2019,DEN,7,9,0,n
1098,2019,DET,4,12,0,n
1099,2019,GBP,14,4,0,y
1100,2019,HOU,11,7,0,y
1101,2019,IND,7,9,0,n
1102,2019,JAX,6,10,0,n
1103,2019,KCC,15,4,0,y
1104,2019,LAC,5,11,0,n
1105,2019,LAR,9,7,0,n
1106,2019,LVR,7,9,0,n
1107,2019,MIA,5,11,0,n
1108,2019,MIN,11,7,0,y
1109,2019,NYG,4,12,0,n
1110,2019,NYJ,7,9,0,n
1111,2019,NEP,12,5,0,y
1112,2019,NOS,13,4,0,y
1113,2019,PHL,9,8,0,y
1114,2019,PIT,8,8,0,n
1115,2019,SFF,15,4,0,y
1116,2019,SEA,12,6,0,y
1117,2019,TBB,7,9,0,n
1118,2019,TEN,11,8,0,y
1119,2019,WSH,3,13,0,n
1120,2020,ARZ,8,8,0,n
1121,2020,ATL,4,12,0,n
1122,2020,BAL,12,6,0,y
1123,2020,BUF,15,4,0,y
1124,2020,CAR,5,11,0,n
1125,2020,CHI,8,9,0,y
1126,2020,CIN,4,12,0,n
1127,2020,CLE,12,6,0,y
1128,2020,DAL,6,10,0,n
1129,2020,DEN,5,11,0,n
1130,2020,DET,5,11,0,n
1131,2020,GBP,14,4,0,y
1132,2020,HOU,4,12,0,n
1133,2020,IND,11,6,0,y
1134,2020,JAX,1,15,0,n
1135,2020,KCC,17,2,0,y
1136,2020,LAC,7,9,0,n
1137,2020,LAR,11,7,0,y
1138,2020,LVR,8,8,0,n
1139,2020,MIA,10,6,0,n
1140,2020,MIN,7,9,0,n
1141,2020,NYG,6,10,0,n
1142,2020,NYJ,2,14,0,n
1143,2020,NEP,7,9,0,n
1144,2020,NOS,13,5,0,y
1145,2020,PHL,5,11,0,n
1146,2020,PIT,12,5,0,y
1147,2020,SFF,6,10,0,n
1148,2020,SEA,12,5,0,y
1149,2020,TBB,14,6,0,y
1150,2020,TEN,11,6,0,y
1151,2020,WSH,7,10,0,y
1152,2021,ARZ,11,7,0,y
1153,2021,ATL,7,10,0,n
1154,2021,BAL,8,9,0,n
1155,2021,BUF,12,7,0,y
1156,2021,CAR,5,12,0,n
1157,2021,CHI,6,11,0,n
1158,2021,CIN,13,8,0,y
1159,2021,CLE,8,9,0,n
1160,2021,DAL,12,6,0,y
1161,2021,DEN,7,10,0,n
1162,2021,DET,3,14,0,n
1163,2021,GBP,13,5,0,y
1164,2021,HOU,4,13,0,n
1165,2021,IND,9,8,0,n
1166,2021,JAX,3,14,0,n
1167,2021,KCC,14,6,0,y
1168,2021,LAC,9,8,0,n
1169,2021,LAR,16,5,0,y
1170,2021,LVR,9,9,0,y
1171,2021,MIA,9,8,0,n
1172,2021,MIN,8,9,0,n
1173,2021,NYG,4,13,0,n
1174,2021,NYJ,4,13,0,n
1175,2021,NEP,10,8,0,y
1176,2021,NOS,9,8,0,n
1177,2021,PHL,9,9,0,y
1178,2021,PIT,10,8,0,y
1179,2021,SFF,12,8,0,y
1180,2021,SEA,7,10,0,n
1181,2021,TBB,14,5,0,y
1182,2021,TEN,13,5,0,y
1183,2021,WSH,7,10,0,n
1184,2022,ARZ,4,13,0,n
1185,2022,ATL,7,10,0,n
1186,2022,BAL,10,8,0,y
1187,2022,BUF,14,4,0,y
1188,2022,CAR,7,10,0,n
1189,2022,CHI,3,14,0,n
1190,2022,CIN,13,5,0,y
1191,2022,CLE,7,10,0,n
1192,2022,DAL,13,6,0,y
1193,2022,DEN,5,12,0,n
1194,2022,DET,9,8,0,n
1195,2022,GBP,8,9,0,n
1196,2022,HOU,3,13,1,n
1197,2022,IND,4,12,1,n
1198,2022,JAX,10,9,0,y
1199,2022,KCC,17,3,0,y
1200,2022,LAC,10,8,0,y
1201,2022,LAR,5,12,0,n
1202,2022,LVR,6,11,0,n
1203,2022,MIA,9,9,0,y
1204,2022,MIN,13,5,0,y
1205,2022,NYG,9,8,1,y
1206,2022,NYJ,7,10,0,n
1207,2022,NEP,7,10,0,n
1208,2022,NOS,7,10,0,n
1209,2022,PHL,16,4,0,y
1210,2022,PIT,10,7,0,n
1211,2022,SFF,15,5,0,y
1212,2022,SEA,9,9,0,y
1213,2022,TBB,8,9,0,n
1214,2022,TEN,7,10,0,n
1215,2022,WSH,8,7,1,n
1216,2023,ARZ,3,14,0,n
1217,2023,ATL,7,10,0,n
1218,2023,BAL,14,5,0,y
1219,2023,BUF,12,7,0,y
1220,2023,CAR,2,15,0,n
1221,2023,CHI,7,10,0,n
1222,2023,CIN,9,8,0,n
1223,2023,CLE,11,7,0,y
1224,2023,DAL,12,6,0,y
1225,2023,DEN,8,9,0,n
1226,2023,DET,14,6,0,y
1227,2023,GBP,10,9,0,y
1228,2023,HOU,11,8,0,y
1229,2023,IND,9,8,0,n
1230,2023,JAX,9,8,0,n
1231,2023,KCC,15,6,0,y
1232,2023,LAC,5,12,0,n
1233,2023,LAR,10,8,0,y
1234,2023,LVR,8,9,0,n
1235,2023,MIA,11,7,0,y
1236,2023,MIN,7,10,0,n
1237,2023,NYG,6,11,0,n
1238,2023,NYJ,7,10,0,n
1239,2023,NEP,4,13,0,n
1240,2023,NOS,9,8,0,n
1241,2023,PHL,11,7,0,y
1242,2023,PIT,11,7,0,y
1243,2023,SFF,14,6,0,y
1244,2023,SEA,9,8,0,n
1245,2023,TBB,10,9,0,y
1246,2023,TEN,6,11,0,n
1247,2023,WSH,4,13,0,n
